Unnamed: 0,Patient_ID,PREFIX,FIRST,MIDDLE,LAST,GENDER,BIRTHDATE,AGE,MARITAL,STATE,FIPS,PHONE_NO,DRIVERS,SUFFIX,RACE,DEATHDATE,HEALTHCARE_EXPENSES,INCOME,BIRTHPLACE,SSN,PASSPORT,ETHNICITY,HEALTHCARE_COVERAGE,Doctor_ID,Address,Cause of Operation
2756,P02757,Ms.,Dawn,Julian,Hopkins,M,12/07/1999,26,Married,MO,,7772182556,Yes,III,Native American,,15799,52702,California,146-17-2153,P902020079,Other,400,D00026,4505 TORLINA DR SAINT LOUIS MO 63135-2546 USA,Total Knee Replacement
2757,P02758,Dr.,Sandra,Rafael,Perkins,M,05/01/1977,48,Divorced,MO,,6581691049,Yes,Jr.,African American,,7783,32800,Texas,725-46-9342,P600243076,Hispanic or Latino,9394,D00004,2505 CHASE PARK LN SAINT LOUIS MO 63110-2702 USA,CT-guided biopsy
2758,P02759,Dr.,Scott,Leslie,Rodriguez,F,05/24/1967,58,Married,MO,,1010449715,Yes,,Native American,,11089,71188,Illinois,528-22-2588,P399193295,White,998,D00022,1385 BROADWAY ST SAINT LOUIS MO 63128-6091 USA,Deep Brain Stimulation (DBS)
2759,P02760,Ms.,Angela,Leslie,Berg,F,01/14/1950,75,Divorced,MO,,5429542210,No,Jr.,Native American,,18246,33749,Illinois,306-68-1551,P863249971,Hispanic or Latino,6519,D00047,3391 HICKORY RD SAINT LOUIS MO 63112-7838 USA,Deep Brain Stimulation (DBS)
2760,P02761,Master,Benjamin,Michael,Hopkins,M,10/25/1973,52,Divorced,MO,,3857110933,Yes,III,Hispanic,,13502,52952,Texas,619-62-9080,P687784740,Black,7848,D00013,3565 CARDINAL WAY APT 2501 SAINT LOUIS MO 63124-7208 USA,Excision of Skin Cancer
2761,P02762,Dr.,Sandra,Brendan,Brown,F,08/27/1971,54,Widowed,MO,,8076597123,Yes,Sr.,African American,,17918,64856,Illinois,861-80-8834,P394827019,Asian,9953,D00015,140 BROADWAY ST SAINT LOUIS MO 63134-1513 USA,Total Knee Replacement
2762,P02763,Ms.,Scott,Julian,Berg,F,07/02/2001,24,Divorced,MO,,6177183784,Yes,Jr.,Hispanic,,16632,59403,Illinois,548-29-8013,P626978946,Hispanic or Latino,6135,D00037,7383 CARDINAL WAY APT 2501 SAINT LOUIS MO 63107-9371 USA,Deep Brain Stimulation (DBS)
2763,P02764,Mr.,Scott,Brendan,Perkins,F,08/15/1969,56,Married,MO,,1311995174,No,Sr.,Native American,,18199,91817,Kansas,222-19-2836,P420136138,White,7517,D00050,1233 CARDINAL WAY APT 2501 SAINT LOUIS MO 63123-6646 USA,Colonoscopy
2764,P02765,Ms.,Sandra,Leslie,Williams,F,10/24/1987,38,Single,MO,,6093428599,No,Sr.,African American,,8699,31843,Illinois,848-86-1902,P713550363,Other,3279,D00037,4759 PINE ST SAINT LOUIS MO 63111-2041 USA,Deep Brain Stimulation (DBS)
2765,P02766,Mr.,Scott,Julian,Wright,M,08/01/1969,56,Widowed,MO,,8009114586,Yes,Jr.,African American,,7966,80452,Kansas,683-47-9570,P814729945,Hispanic or Latino,8596,D00026,1014 PESTALOZZI ST SAINT LOUIS MO 63119-7221 USA,Total Knee Replacement
2766,P02767,Master,Sandra,Paul,Perkins,M,01/17/1984,41,Divorced,MO,,1477980041,Yes,Sr.,Hispanic,,15990,57431,Missouri,522-41-2923,P786565149,Asian,3871,D00028,8598 CHASE PARK LN SAINT LOUIS MO 63125-5426 USA,Pediatric Hernia Repair
2767,P02768,Dr.,Rebecca,Leslie,Cook,F,06/23/1993,32,Married,MO,,3058148834,Yes,,African American,,15301,49888,Missouri,762-90-7469,P461649740,Black,6048,D00027,6598 CATALAN ST SAINT LOUIS MO 63132-4420 USA,Coronary Artery Bypass Grafting (CABG)
2768,P02769,Mr.,Jennifer,Brendan,Williams,F,10/19/1952,73,Divorced,MO,,5421185479,Yes,Sr.,Asian,,9172,72926,Missouri,705-83-5244,P883418995,Black,7927,D00014,9093 LAFAYETTE AVE SAINT LOUIS MO 63123-1711 USA,Colonoscopy
2769,P02770,Mrs.,John,Brendan,Hopkins,F,11/11/1964,61,Widowed,MO,,9213905729,Yes,,Native American,,7463,50594,California,431-84-1967,P859964992,Other,5603,D00047,2982 LINDENWOOD AVE SAINT LOUIS MO 63115-9876 USA,Deep Brain Stimulation (DBS)
2770,P02771,Ms.,Angela,Melissa,Wright,F,06/14/1989,36,Widowed,MO,,3823452379,Yes,,Native American,,13630,51204,Missouri,440-43-2582,P382675270,Asian,9501,D00044,7315 BROADWAY ST SAINT LOUIS MO 63130-3296 USA,Epidural Anesthesia
2771,P02772,Ms.,Scott,Michael,Rodriguez,M,04/21/1983,42,Single,MO,,4699264873,No,,Asian,,10485,75206,Missouri,339-18-1077,P453466901,Black,1880,D00045,2063 CHASE PARK LN SAINT LOUIS MO 63107-6909 USA,Appendectomy
2772,P02773,Ms.,Dawn,Rafael,Berg,M,04/12/1963,62,Married,MO,,9630960523,Yes,Sr.,African American,,8813,40877,Missouri,982-23-5890,P957584768,Asian,3153,D00048,7292 MAPLE LN SAINT LOUIS MO 63115-6744 USA,Colonoscopy
2773,P02774,Dr.,Kathryn,Paul,Berg,M,01/26/2002,23,Single,MO,,9706118160,No,,Hispanic,,18635,54076,California,851-34-1926,P463944607,White,5595,D00029,1148 BROADWAY ST SAINT LOUIS MO 63124-2798 USA,Appendectomy
2774,P02775,Mr.,Angela,Leslie,Perkins,M,07/12/1995,30,Divorced,MO,,5680735338,No,Sr.,African American,,7958,35067,Kansas,267-81-9146,P981692780,White,3515,D00026,7460 MAPLE LN SAINT LOUIS MO 63104-6546 USA,Total Knee Replacement
2775,P02776,Mr.,Dawn,Rafael,Hopkins,M,02/05/1986,39,Single,MO,,7761438265,No,III,African American,,7223,92468,California,720-91-5127,P219877522,Black,8014,D00015,4330 MAPLE LN SAINT LOUIS MO 63135-8372 USA,Total Knee Replacement
2776,P02777,Mrs.,John,Rafael,Brown,M,07/05/1957,68,Married,MO,,9694337417,No,III,African American,,11289,99036,Texas,360-80-7964,P230076175,Other,7604,D00034,1909 CHASE PARK LN SAINT LOUIS MO 63113-2430 USA,CT-guided biopsy
2777,P02778,Dr.,Dawn,Michael,Wright,M,03/14/1999,26,Widowed,MO,,5034031092,Yes,Sr.,Native American,,12065,37182,Texas,447-38-2809,P198958315,Asian,7711,D00003,4628 TORLINA DR SAINT LOUIS MO 63114-5896 USA,Pediatric Hernia Repair
2778,P02779,Mr.,Benjamin,Melissa,Cook,F,01/24/1978,47,Divorced,MO,,9514093555,No,,African American,,14706,43277,Missouri,621-53-5386,P242539776,Asian,2998,D00050,4559 TORLINA DR SAINT LOUIS MO 63125-7352 USA,Colonoscopy
2779,P02780,Ms.,John,Lynn,Brown,M,10/26/1954,71,Divorced,MO,,3960478478,Yes,III,Caucasian,,7455,45043,Kansas,182-86-9015,P846045076,Hispanic or Latino,9179,D00014,4862 COVINGTON MANOR LN SAINT LOUIS MO 63138-3807 USA,Colonoscopy
2780,P02781,Ms.,Samuel,Lynn,Berg,F,01/12/1998,27,Married,MO,,7003428981,No,III,African American,,9672,80549,Texas,371-37-3497,P689804511,Other,2722,D00050,2742 COVINGTON MANOR LN SAINT LOUIS MO 63130-5786 USA,Colonoscopy
2781,P02782,Ms.,Benjamin,Leslie,Cook,M,11/14/1979,46,Divorced,MO,,1327776950,Yes,Sr.,Asian,,8057,92982,Kansas,214-63-7451,P406709247,Other,1659,D00027,5195 LINDENWOOD AVE SAINT LOUIS MO 63106-1266 USA,Coronary Artery Bypass Grafting (CABG)
2782,P02783,Ms.,Samuel,Julian,Rodriguez,F,11/08/1964,61,Married,MO,,1404890991,No,Sr.,Hispanic,,12509,36554,Texas,971-96-3335,P369098544,Other,7257,D00021,8963 TORLINA DR SAINT LOUIS MO 63139-9262 USA,Epidural Anesthesia
2783,P02784,Mr.,Scott,Rafael,Davis,F,03/17/1987,38,Divorced,MO,,4757404221,Yes,,African American,,6465,35951,Kansas,820-49-9360,P681523857,Hispanic or Latino,5719,D00009,729 TORLINA DR SAINT LOUIS MO 63116-4952 USA,Electroconvulsive Therapy (ECT)
2784,P02785,Mrs.,John,Justin,Hopkins,F,06/08/1983,42,Single,MO,,5025514582,Yes,,Asian,,16684,50750,Texas,199-83-8131,P744837294,White,7648,D00029,8567 ARMINDA AVE SAINT LOUIS MO 63101-5309 USA,Appendectomy
2785,P02786,Ms.,Samuel,Melissa,Hopkins,F,06/28/1951,74,Divorced,MO,,8470696273,No,Jr.,African American,,7851,72826,Missouri,893-51-9395,P117711084,Other,6438,D00031,76 CARDINAL WAY APT 2501 SAINT LOUIS MO 63111-8083 USA,Pediatric Hernia Repair
2786,P02787,Mrs.,Kathryn,Brendan,Davis,F,01/03/2004,21,Divorced,MO,,4572167840,Yes,,Hispanic,,6414,59059,Kansas,595-39-4791,P622914629,Other,6404,D00026,4217 ARMINDA AVE SAINT LOUIS MO 63125-7034 USA,Total Knee Replacement
2787,P02788,Ms.,Jennifer,Paul,Williams,F,09/26/2003,22,Divorced,MO,,7190008727,Yes,III,Hispanic,,10705,78751,Texas,304-68-9508,P469742591,Asian,5956,D00019,4654 HICKORY RD SAINT LOUIS MO 63110-2004 USA,Electroconvulsive Therapy (ECT)
2788,P02789,Dr.,Kathryn,Julian,Williams,F,02/16/2001,24,Widowed,MO,,5699545707,Yes,Jr.,Hispanic,,17334,59575,Missouri,472-23-6630,P332698684,Other,5172,D00030,207 PESTALOZZI ST SAINT LOUIS MO 63116-4841 USA,Epidural Anesthesia
2789,P02790,Mrs.,John,Paul,Williams,M,11/17/1972,53,Married,MO,,9482718527,No,,Hispanic,,11897,48555,Texas,497-56-3801,P321364724,White,1343,D00038,5115 TORLINA DR SAINT LOUIS MO 63101-7267 USA,Excision of Skin Cancer
2790,P02791,Master,Scott,Justin,Brown,M,08/05/1996,29,Single,MO,,9413834343,No,Jr.,Hispanic,,13711,65824,Illinois,590-14-4709,P564083313,Asian,2355,D00013,8680 CHASE PARK LN SAINT LOUIS MO 63140-5250 USA,Excision of Skin Cancer
2791,P02792,Mr.,John,Stephanie,Davis,M,09/24/1990,35,Single,MO,,5983395584,No,Sr.,Native American,,17958,94860,Kansas,248-17-7021,P263766276,Other,7160,D00027,8897 CHASE PARK LN SAINT LOUIS MO 63121-3959 USA,Coronary Artery Bypass Grafting (CABG)
2792,P02793,Ms.,Sandra,Leslie,Castro,F,03/19/1971,54,Single,MO,,8414633134,No,Sr.,Hispanic,,5410,38518,Illinois,108-70-9969,P500511280,Asian,7313,D00046,5568 TORLINA DR SAINT LOUIS MO 63141-4816 USA,Electroconvulsive Therapy (ECT)
2793,P02794,Master,Angela,Lynn,Berg,F,03/21/1973,52,Widowed,MO,,1519605803,No,III,Asian,,15946,88355,Texas,825-42-7873,P294401830,Asian,4087,D00018,8683 MAPLE LN SAINT LOUIS MO 63137-7326 USA,Epidural Anesthesia
2794,P02795,Dr.,Jennifer,Leslie,Berg,F,05/08/1954,71,Divorced,MO,,3672929167,No,Sr.,Native American,,11870,54416,Kansas,103-49-4068,P330433280,Hispanic or Latino,1815,D00019,7332 COVINGTON MANOR LN SAINT LOUIS MO 63137-4551 USA,Electroconvulsive Therapy (ECT)
2795,P02796,Ms.,Kathryn,Melissa,Brown,M,07/28/1987,38,Single,MO,,3431594540,No,Jr.,Caucasian,,9248,69716,Texas,129-34-2046,P713759259,Black,4771,D00005,7297 MAPLE LN SAINT LOUIS MO 63126-7650 USA,Epidural Anesthesia
2796,P02797,Mrs.,Benjamin,Julian,Cook,M,01/24/1973,52,Widowed,MO,,3840108930,Yes,Jr.,African American,,14612,92680,California,794-68-3838,P836952598,White,9814,D00034,1956 LAFAYETTE AVE SAINT LOUIS MO 63137-7765 USA,CT-guided biopsy
2797,P02798,Dr.,Rebecca,Stephanie,Hopkins,F,02/06/1966,59,Single,MO,,7631141562,No,III,Native American,,13331,94808,California,398-50-9479,P377798594,White,5460,D00010,7862 HICKORY RD SAINT LOUIS MO 63114-9787 USA,Electroconvulsive Therapy (ECT)
2798,P02799,Mrs.,Sandra,Leslie,Williams,F,06/04/2002,23,Single,MO,,3716781927,Yes,Jr.,African American,,15460,92394,Missouri,329-71-3150,P406369793,Hispanic or Latino,7021,D00050,7693 PESTALOZZI ST SAINT LOUIS MO 63111-7387 USA,Colonoscopy
2799,P02800,Dr.,Samuel,Paul,Brown,M,09/11/1990,35,Single,MO,,7503672681,Yes,Sr.,Caucasian,,17775,99051,Missouri,958-51-7659,P230892957,White,1117,D00012,1327 PESTALOZZI ST SAINT LOUIS MO 63127-1304 USA,Excision of Skin Cancer
2800,P02801,Master,Scott,Julian,Hopkins,F,02/24/1990,35,Married,MO,,6210222574,No,III,Caucasian,,8115,56635,Kansas,780-20-6542,P964642066,Asian,6414,D00032,3888 ARMINDA AVE SAINT LOUIS MO 63110-7106 USA,Coronary Artery Bypass Grafting (CABG)
2801,P02802,Mr.,Angela,Lynn,Hopkins,M,03/18/1987,38,Divorced,MO,,8901503813,Yes,,Caucasian,,15346,88462,Illinois,906-88-9277,P744660188,Hispanic or Latino,6096,D00026,6160 PINE ST SAINT LOUIS MO 63131-6792 USA,Total Knee Replacement
2802,P02803,Ms.,Jennifer,Julian,Wright,M,05/23/1978,47,Married,MO,,9218580962,Yes,,African American,,12079,91976,Illinois,587-39-8053,P557121934,Hispanic or Latino,6799,D00007,721 LINDENWOOD AVE SAINT LOUIS MO 63136-4386 USA,Coronary Artery Bypass Grafting (CABG)
2803,P02804,Mr.,John,Lynn,Hopkins,F,02/13/1996,29,Widowed,MO,,5225156881,Yes,III,Hispanic,,6661,58723,California,686-63-1894,P829990419,Hispanic or Latino,2978,D00018,8284 MAPLE LN SAINT LOUIS MO 63133-7212 USA,Epidural Anesthesia
2804,P02805,Ms.,Angela,Julian,Williams,F,12/14/1974,51,Widowed,MO,,7961229929,No,,African American,,9291,59598,Illinois,583-86-1949,P422712645,Black,4926,D00020,9299 MAPLE LN SAINT LOUIS MO 63120-1037 USA,Deep Brain Stimulation (DBS)
2805,P02806,Ms.,Rebecca,Julian,Cook,F,04/03/1997,28,Divorced,MO,,7906147023,No,,Caucasian,,9282,87657,Illinois,716-94-4167,P833016995,Other,100,D00015,438 HICKORY RD SAINT LOUIS MO 63105-2656 USA,Total Knee Replacement
2806,P02807,Master,Kathryn,Julian,Davis,M,05/05/1981,44,Single,MO,,1637826802,Yes,III,Asian,,10867,64793,Kansas,145-47-3376,P859513743,White,9184,D00017,5556 TORLINA DR SAINT LOUIS MO 63116-8752 USA,Colonoscopy
2807,P02808,Dr.,Samuel,Justin,Castro,M,01/05/1969,56,Widowed,MO,,8710096097,No,,African American,,13621,80003,Missouri,683-36-2718,P618415135,Hispanic or Latino,353,D00003,8491 CARDINAL WAY APT 2501 SAINT LOUIS MO 63131-1388 USA,Pediatric Hernia Repair
2808,P02809,Mr.,Samuel,Michael,Wright,F,04/11/1991,34,Single,MO,,6846781932,Yes,Sr.,Caucasian,,5716,85222,Texas,332-65-6257,P722559616,Hispanic or Latino,1047,D00043,2221 LAFAYETTE AVE SAINT LOUIS MO 63109-7837 USA,Total Knee Replacement
2809,P02810,Master,John,Paul,Brown,F,05/02/1999,26,Single,MO,,6824986274,No,III,Caucasian,,13187,69978,California,600-33-9583,P136224617,Hispanic or Latino,3691,D00047,3431 PINE ST SAINT LOUIS MO 63136-8654 USA,Deep Brain Stimulation (DBS)
2810,P02811,Master,Sandra,Leslie,Cook,M,05/08/1962,63,Widowed,MO,,6827080473,Yes,,Native American,,12868,54258,Texas,566-18-3972,P740467549,Asian,4032,D00002,6134 PESTALOZZI ST SAINT LOUIS MO 63131-5817 USA,Total Knee Replacement
2811,P02812,Dr.,Rebecca,Justin,Berg,F,04/15/1967,58,Married,MO,,6318140315,Yes,Jr.,Hispanic,,15529,43235,Missouri,683-76-4137,P494570051,White,9513,D00034,5278 ARMINDA AVE SAINT LOUIS MO 63134-2264 USA,CT-guided biopsy
2812,P02813,Mrs.,Kathryn,Michael,Davis,M,05/02/1999,26,Married,MO,,7020124799,No,,Hispanic,,18110,95980,California,755-37-7250,P528779457,Other,6870,D00031,8160 PESTALOZZI ST SAINT LOUIS MO 63134-6274 USA,Pediatric Hernia Repair
2813,P02814,Ms.,Jennifer,Lynn,Castro,M,05/01/1975,50,Single,MO,,8100915337,No,,Caucasian,,10237,79586,Texas,967-42-2083,P892512769,White,850,D00030,4363 PESTALOZZI ST SAINT LOUIS MO 63125-8118 USA,Epidural Anesthesia
2814,P02815,Mr.,Scott,Brendan,Davis,F,12/17/1965,60,Married,MO,,4121437271,Yes,III,African American,,6212,95745,Texas,145-77-5201,P626337017,Hispanic or Latino,2208,D00003,5684 PESTALOZZI ST SAINT LOUIS MO 63136-8115 USA,Pediatric Hernia Repair
2815,P02816,Mr.,Scott,Michael,Cook,M,02/18/1990,35,Married,MO,,2917520821,No,,Caucasian,,5144,57879,Missouri,694-39-8664,P429908358,Other,9196,D00001,9557 PINE ST SAINT LOUIS MO 63122-1746 USA,CT-guided biopsy
2816,P02817,Mr.,Scott,Lynn,Hopkins,M,10/08/1997,28,Single,MO,,1418024201,Yes,,Asian,,18221,45181,Illinois,533-98-1394,P705347112,Hispanic or Latino,6799,D00020,6591 PESTALOZZI ST SAINT LOUIS MO 63120-5254 USA,Deep Brain Stimulation (DBS)
2817,P02818,Master,Samuel,Stephanie,Castro,M,08/15/1998,27,Married,MO,,2912524793,No,Sr.,Hispanic,,14093,44980,Kansas,907-59-6916,P580623244,White,3329,D00048,4598 CARDINAL WAY APT 2501 SAINT LOUIS MO 63104-2248 USA,Colonoscopy
2818,P02819,Mr.,Sandra,Rafael,Wright,M,04/25/1962,63,Married,MO,,9688762816,No,Jr.,Native American,,8881,75620,Missouri,292-35-6126,P249842441,Other,5771,D00019,6647 ARMINDA AVE SAINT LOUIS MO 63105-5637 USA,Electroconvulsive Therapy (ECT)
2819,P02820,Master,Sandra,Justin,Hopkins,F,04/18/1961,64,Divorced,MO,,6065048136,Yes,III,African American,,10507,55199,Texas,733-48-6888,P555380141,White,737,D00047,3439 COVINGTON MANOR LN SAINT LOUIS MO 63112-1884 USA,Deep Brain Stimulation (DBS)
2820,P02821,Mrs.,Sandra,Leslie,Davis,M,08/01/1991,34,Divorced,MO,,2627777520,No,Sr.,Hispanic,,10010,31179,Missouri,640-14-8978,P411095463,Other,9831,D00033,6696 MAPLE LN SAINT LOUIS MO 63139-4947 USA,Coronary Artery Bypass Grafting (CABG)
2821,P02822,Master,Sandra,Rafael,Brown,M,02/16/1997,28,Married,MO,,2133755190,No,Sr.,African American,,14958,75888,Texas,406-65-3946,P387274299,Asian,7987,D00050,5249 COVINGTON MANOR LN SAINT LOUIS MO 63108-8398 USA,Colonoscopy
2822,P02823,Mrs.,Samuel,Rafael,Castro,M,05/17/1999,26,Married,MO,,8279614119,No,Jr.,Hispanic,,19745,94614,Texas,637-94-2151,P842075326,Hispanic or Latino,424,D00046,3529 CARDINAL WAY APT 2501 SAINT LOUIS MO 63120-1161 USA,Electroconvulsive Therapy (ECT)
2823,P02824,Dr.,John,Michael,Brown,F,04/04/1999,26,Divorced,MO,,3265926274,No,Jr.,Asian,,5053,53171,Illinois,465-26-8215,P881464553,Asian,8356,D00024,2854 ARMINDA AVE SAINT LOUIS MO 63112-6072 USA,Pediatric Hernia Repair
2824,P02825,Mr.,Benjamin,Stephanie,Brown,F,04/28/1981,44,Divorced,MO,,8342187408,No,,Hispanic,,7849,85354,Missouri,289-37-7753,P564346444,Asian,6668,D00021,3571 MAPLE LN SAINT LOUIS MO 63111-1496 USA,Epidural Anesthesia
2825,P02826,Ms.,Sandra,Leslie,Hopkins,F,10/03/1956,69,Widowed,MO,,1561971274,Yes,Sr.,Caucasian,,8672,55028,Kansas,101-27-7082,P450741470,Other,28,D00029,8104 CATALAN ST SAINT LOUIS MO 63121-8114 USA,Appendectomy
2826,P02827,Master,Scott,Julian,Williams,F,10/13/1953,72,Widowed,MO,,7207111125,No,III,Native American,,6458,54589,California,905-59-4520,P548322483,Other,4640,D00036,960 CARDINAL WAY APT 2501 SAINT LOUIS MO 63114-3226 USA,Excision of Skin Cancer
2827,P02828,Dr.,Samuel,Lynn,Rodriguez,F,11/13/1959,66,Divorced,MO,,4613116602,Yes,Jr.,Asian,,5515,75855,Missouri,560-18-7220,P856863928,Hispanic or Latino,5605,D00022,9052 CARDINAL WAY APT 2501 SAINT LOUIS MO 63103-9448 USA,Deep Brain Stimulation (DBS)
2828,P02829,Mrs.,Jennifer,Justin,Berg,M,11/02/1991,34,Widowed,MO,,4227362886,No,III,Hispanic,,9195,52314,California,819-88-4025,P539184374,White,808,D00050,7272 MAPLE LN SAINT LOUIS MO 63138-9693 USA,Colonoscopy
2829,P02830,Mrs.,Sandra,Stephanie,Perkins,F,03/03/1970,55,Divorced,MO,,8683856522,Yes,Jr.,Native American,,10791,38086,Illinois,698-76-3650,P177440445,Black,3091,D00009,6824 MAPLE LN SAINT LOUIS MO 63114-6327 USA,Electroconvulsive Therapy (ECT)
2830,P02831,Master,Benjamin,Paul,Cook,M,05/09/1981,44,Single,MO,,9808054879,Yes,,Native American,,5564,68164,Kansas,626-58-8357,P669179264,Other,5414,D00009,9868 TORLINA DR SAINT LOUIS MO 63108-7629 USA,Electroconvulsive Therapy (ECT)
2831,P02832,Dr.,Dawn,Michael,Davis,M,08/28/1960,65,Widowed,MO,,3978115995,No,Sr.,Caucasian,,6228,54419,California,390-25-5965,P402116718,Black,5931,D00038,9321 COVINGTON MANOR LN SAINT LOUIS MO 63134-4791 USA,Excision of Skin Cancer
2832,P02833,Mr.,Rebecca,Lynn,Wright,M,01/01/1988,37,Single,MO,,6607541866,Yes,Sr.,Hispanic,,18304,73627,Texas,377-96-6678,P168761977,Black,956,D00011,8603 MAPLE LN SAINT LOUIS MO 63115-4894 USA,Epidural Anesthesia
2833,P02834,Mrs.,Samuel,Brendan,Cook,F,07/18/1977,48,Widowed,MO,,3922239573,Yes,,Native American,,15519,37281,California,431-99-2175,P877898653,Other,5949,D00009,9187 PINE ST SAINT LOUIS MO 63114-4885 USA,Electroconvulsive Therapy (ECT)
2834,P02835,Dr.,Dawn,Rafael,Cook,M,12/11/1970,55,Married,MO,,4700383203,Yes,III,Hispanic,,13084,36690,Texas,467-18-4775,P160185560,Other,8026,D00022,7582 ARMINDA AVE SAINT LOUIS MO 63121-2442 USA,Deep Brain Stimulation (DBS)
2835,P02836,Mr.,Sandra,Julian,Hopkins,F,03/05/1997,28,Widowed,MO,,5085844358,No,Sr.,Native American,,7169,91003,Illinois,995-67-8465,P644783785,Black,6940,D00020,4010 PINE ST SAINT LOUIS MO 63135-8202 USA,Deep Brain Stimulation (DBS)
2836,P02837,Master,Jennifer,Brendan,Perkins,M,05/04/1964,61,Married,MO,,4775264731,Yes,,Native American,,8401,51599,Missouri,709-25-1439,P647268217,Asian,8953,D00002,2547 CATALAN ST SAINT LOUIS MO 63126-1195 USA,Total Knee Replacement
2837,P02838,Mr.,Rebecca,Julian,Berg,M,02/22/2003,22,Married,MO,,9443902875,No,III,African American,,19432,58079,Illinois,691-54-5702,P672569193,Black,9987,D00012,1379 TORLINA DR SAINT LOUIS MO 63140-7465 USA,Excision of Skin Cancer
2838,P02839,Ms.,Sandra,Rafael,Brown,M,04/18/2004,21,Divorced,MO,,6424465693,No,III,Asian,,7299,32423,Missouri,865-36-7680,P512278296,Black,9481,D00022,191 LINDENWOOD AVE SAINT LOUIS MO 63134-1331 USA,Deep Brain Stimulation (DBS)
2839,P02840,Master,Kathryn,Justin,Brown,M,08/04/1950,75,Divorced,MO,,9105937492,Yes,Jr.,Native American,,12758,82145,California,153-44-8510,P817376086,Asian,4909,D00029,4904 LAFAYETTE AVE SAINT LOUIS MO 63127-9383 USA,Appendectomy
2840,P02841,Ms.,Angela,Stephanie,Perkins,M,05/14/1988,37,Married,MO,,5275361348,No,,Asian,,17523,35631,Texas,999-62-3357,P359138080,Other,9973,D00042,3040 TORLINA DR SAINT LOUIS MO 63113-2941 USA,Epidural Anesthesia
2841,P02842,Dr.,Jennifer,Rafael,Berg,M,11/21/1983,42,Widowed,MO,,4851085642,No,III,Asian,,8049,71815,Kansas,881-72-6783,P304090135,Hispanic or Latino,4696,D00013,8588 TORLINA DR SAINT LOUIS MO 63109-7100 USA,Excision of Skin Cancer
2842,P02843,Ms.,Kathryn,Leslie,Cook,F,11/06/1959,66,Divorced,MO,,2016015860,No,Sr.,Caucasian,,13848,64210,Texas,497-90-8238,P344358596,White,4843,D00014,8233 PESTALOZZI ST SAINT LOUIS MO 63133-7393 USA,Colonoscopy
2843,P02844,Mr.,Benjamin,Stephanie,Castro,F,10/14/1995,30,Widowed,MO,,2073589258,Yes,Jr.,Asian,,15861,81179,Missouri,219-83-3741,P199288726,Asian,5912,D00050,4500 TORLINA DR SAINT LOUIS MO 63121-3888 USA,Colonoscopy
2844,P02845,Mr.,Jennifer,Stephanie,Hopkins,M,03/09/1999,26,Divorced,MO,,7131544454,No,Sr.,Caucasian,,19914,36420,Missouri,691-74-8985,P938289189,Hispanic or Latino,8550,D00043,2130 COVINGTON MANOR LN SAINT LOUIS MO 63102-3924 USA,Total Knee Replacement
2845,P02846,Ms.,Dawn,Brendan,Hopkins,M,06/02/2004,21,Single,MO,,6696965698,Yes,,Asian,,17356,69256,Texas,768-94-8894,P751587162,White,7051,D00018,8459 CARDINAL WAY APT 2501 SAINT LOUIS MO 63133-2917 USA,Epidural Anesthesia
2846,P02847,Ms.,Sandra,Stephanie,Wright,F,07/11/1990,35,Divorced,MO,,2864292103,Yes,Jr.,Hispanic,,18331,30769,Missouri,896-77-8760,P388835847,Black,3320,D00020,3576 PINE ST SAINT LOUIS MO 63117-4232 USA,Deep Brain Stimulation (DBS)
2847,P02848,Mrs.,Scott,Brendan,Wright,F,04/19/2003,22,Widowed,MO,,3117035417,Yes,Sr.,African American,,17220,65535,Illinois,277-32-5680,P498065631,Asian,1346,D00045,2262 PINE ST SAINT LOUIS MO 63138-3828 USA,Appendectomy
2848,P02849,Mr.,Kathryn,Leslie,Cook,M,11/07/1988,37,Single,MO,,3991725189,No,Sr.,Native American,,13301,69888,Kansas,403-34-9140,P153988270,Other,5080,D00041,2414 LAFAYETTE AVE SAINT LOUIS MO 63122-3529 USA,Epidural Anesthesia
2849,P02850,Master,Jennifer,Brendan,Perkins,M,01/16/2001,24,Divorced,MO,,1996645901,No,Jr.,Caucasian,,6818,52390,Texas,573-24-9238,P350727172,White,8996,D00008,587 PESTALOZZI ST SAINT LOUIS MO 63137-3041 USA,Pediatric Hernia Repair
2850,P02851,Master,Samuel,Paul,Davis,F,05/23/1981,44,Married,MO,,2202397570,Yes,Jr.,African American,,10981,53712,California,316-62-9408,P997170268,White,1124,D00027,7800 ARMINDA AVE SAINT LOUIS MO 63128-2915 USA,Coronary Artery Bypass Grafting (CABG)
2851,P02852,Mrs.,Sandra,Julian,Williams,F,07/06/1991,34,Divorced,MO,,4584141093,Yes,Sr.,Caucasian,,11209,45619,Kansas,625-38-1089,P942363474,Black,4948,D00046,7951 HICKORY RD SAINT LOUIS MO 63119-9145 USA,Electroconvulsive Therapy (ECT)
2852,P02853,Master,Dawn,Michael,Williams,M,07/22/2001,24,Divorced,MO,,7113797958,Yes,Jr.,Hispanic,,6357,43762,Missouri,497-91-3321,P882149346,White,5695,D00012,3238 CATALAN ST SAINT LOUIS MO 63127-9016 USA,Excision of Skin Cancer
